[dates]
17-Sep, Seedling emergence
1-Dec, Winter dormancy
1-Mar, Spring "green up"
20-Apr, Jointing
19-May, Head emergence
23-Jun, Physiological maturity
[iswa],,,,,,,,,,,,,,,,,,,,
55,54,52,51,49,48,46,45,43,42,40,39,37,36,34,33,31,30,28,27,25,24,22,21,19,18,16,15,13,12,10
56,54,53,52,50,49,47,46,44,43,41,40,39,37,36,34,33,31,30,29,27,26,24,23,21,20,18,17,16,14,13
57,55,54,53,51,50,48,47,46,44,43,42,40,39,37,36,35,33,32,31,29,28,26,25,24,22,21,20,18,17,15
58,56,55,54,52,51,50,48,47,46,44,43,42,40,39,38,37,35,34,33,31,30,29,27,26,25,23,22,21,19,18
58,57,56,55,53,52,51,50,48,47,46,45,43,42,41,40,38,37,36,35,33,32,31,30,28,27,26,25,23,22,21
59,58,57,56,54,53,52,51,50,48,47,46,45,44,43,41,40,39,38,37,35,34,33,32,31,29,28,27,26,25,24
60,59,58,57,56,54,53,52,51,50,49,48,47,45,44,43,42,41,40,39,38,36,35,34,33,32,31,30,29,27,26
61,60,59,58,57,56,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,37,36,35,34,33,32,31,30,29
62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32
63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34
63,62,62,61,60,59,58,57,56,55,55,54,53,52,51,50,49,48,48,47,46,45,44,43,42,41,41,40,39,38,37
64,63,63,62,61,60,59,58,58,57,56,55,54,54,53,52,51,50,50,49,48,47,46,45,45,44,43,42,41,41,40
65,64,64,63,62,61,61,60,59,58,58,57,56,55,55,54,53,52,52,51,50,49,49,48,47,46,46,45,44,43,43
66,65,64,64,63,62,62,61,60,60,59,58,58,57,56,56,55,54,53,53,52,51,51,50,49,49,48,47,47,46,45
67,66,65,65,64,64,63,62,62,61,60,60,59,59,58,57,57,56,55,55,54,54,53,52,52,51,50,50,49,49,48
68,67,66,66,65,65,64,64,63,62,62,61,61,60,60,59,59,58,57,57,56,56,55,55,54,53,53,52,52,51,51
68,68,67,67,66,66,65,65,64,64,63,63,62,62,61,61,60,60,59,59,58,58,57,57,56,56,55,55,54,54,53
69,69,68,68,67,67,67,66,66,65,65,64,64,63,63,63,62,62,61,61,60,60,60,59,59,58,58,57,57,56,56
70,70,69,69,69,68,68,67,67,67,66,66,66,65,65,64,64,64,63,63,63,62,62,61,61,61,60,60,60,59,59
71,71,70,70,70,69,69,69,68,68,68,67,67,67,66,66,66,66,65,65,65,64,64,64,63,63,63,62,62,62,61
72,71,71,71,71,70,70,70,70,69,69,69,69,68,68,68,68,67,67,67,67,66,66,66,66,65,65,65,65,64,64
73,72,72,72,72,72,71,71,71,71,71,70,70,70,70,70,70,69,69,69,69,69,68,68,68,68,68,67,67,67,67
73,73,73,73,73,73,73,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,71,70,70,70,70,70,70,70,70
74,74,74,74,74,74,74,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,72,72,72,72
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
[iswa-loamy-sand]
30,29,29,28,27,26,26,25,24,23,23,22,21,20,20,19,18,18,17,16,15,15,14,13,12,12,11,10,9,9,8
31,30,30,29,28,28,27,26,25,25,24,23,23,22,21,21,20,19,18,18,17,16,16,15,14,13,13,12,11,11,10
32,31,31,30,29,29,28,27,27,26,25,25,24,23,23,22,21,21,20,19,19,18,17,17,16,15,15,14,13,13,12
33,32,32,31,31,30,29,29,28,27,27,26,25,25,24,24,23,22,22,21,20,20,19,18,18,17,16,16,15,15,14
34,34,33,32,32,31,31,30,29,29,28,27,27,26,26,25,24,24,23,23,22,21,21,20,20,19,18,18,17,16,16
35,35,34,33,33,32,32,31,31,30,29,29,28,28,27,27,26,25,25,24,24,23,22,22,21,21,20,20,19,18,18
36,36,35,35,34,34,33,32,32,31,31,30,30,29,29,28,27,27,26,26,25,25,24,24,23,23,22,21,21,20,20
37,37,36,36,35,35,34,34,33,33,32,32,31,31,30,30,29,28,28,27,27,26,26,25,25,24,24,23,23,22,22
38,38,37,37,36,36,35,35,34,34,33,33,32,32,31,31,31,30,30,29,29,28,28,27,27,26,26,25,25,24,24
39,39,38,38,38,37,37,36,36,35,35,34,34,33,33,33,32,32,31,31,30,30,29,29,28,28,27,27,27,26,26
40,40,40,39,39,38,38,37,37,37,36,36,35,35,34,34,34,33,33,32,32,31,31,31,30,30,29,29,28,28,28
41,41,41,40,40,39,39,39,38,38,37,37,37,36,36,36,35,35,34,34,34,33,33,32,32,32,31,31,30,30,30
43,42,42,41,41,41,40,40,40,39,39,38,38,38,37,37,37,36,36,36,35,35,34,34,34,33,33,33,32,32,32
